astigmatism;astigmatismo;estigmetizem
astir;bullir;ester
astonish;asombrar;estanif
astonishment;asombro;estanifment
astonishing;asombroso;estanifin
astound;pasmar;aestaund
astray;extraviarse;estrei
astride;a horcajadas;estraid
astrodome;astrodomo;aestredoum
astrolabe;astrolabio;astreleib
astrologer;astr�logo;estraledzer
astrology;astrolog�a;estraledzi
astronaut;astronauta;aestrenet
astronomer;astr�nomo;estranemer
astronomical;astron�mico;aestrenamikel
astronomy;astronom�a;estranemi
astrophysics;astrof�sica;aestrefiziks
astute;astuto;estut
asylum;asilo;esailem
at;en;aet
atheism;ate�smo;eitizem
atheist;ateo;eitest
athlete;atleta;aetlit
athletic;atl�tico;aetletik
athletics;atletismo;aetletiks
atlantic;atl�ntico;etlaentik
atlas;atlas;aetles
atmosphere;atm�sfera;aetmesfier
atoll;atol�n;aetol
atom;�tomo;aetem
atomic;at�mico;etamik
atone;expiar;etoun
atop;encima;etap
atrocious;atroz;etrouses
atrocity;atrocidad;etraseti
atrophy;atrofia;etrasefi
attach;adjuntar;etaet
attache;agregado;etaefi
attachment;adjunto;etaesment
attack;atacar;etaek
attain;alcanzar;etein
attainable;alcanzable;eteinebel
attainment;logro;eteinment
attempt;intentar;etempt
attend;asistir;etend
attendance;asistencia;etentsen
attendant;asistente;etendent
attention;atenci�n;etentsen
attentive;atento;atentiv
attenuate;atenuar;atenjueit
attest;atestiguar;etest
attestation;testimonio;aetesteisen
attic;�tico;aetik
attire;atuendo;etair
attitude;actitud;aetetud
attitudinize;actuar efectivamente;aetetudenaiz
attorney;abogado;eterni
attract;atraer;etraekt
attraction;atractivo;etraekfen
attractive;interesante;etraektvi
attribute;atribuir;aetrebjut
attrition;agotamiento ;etrifen
attune;adaptarse a algo;etun
atypical;at�pico;eitipikel
auburn;casta�o;ebern
auction;subasta;ekfen
auctioneer;rematador;ekfenir
audacious;audaz;edeises
audacity;audacia;edaeseti
audible;audible;edebel
audience;auditorio;ediens
audio;de sonido;ediou
audio visual;audio visual;ediou vizuel
audit;auditoria;edelt
audition;audici�n;edifen
auditor;auditor;edeter
auditorium;auditorio;edeteriem
auditory;auditivo;edeteri
auger;barrena;eger
augment;aumentar;egment
augur;augurar;eger
augury;augurio;egjeri
august;agosto;egest
aunt;t�a;aent
au pair girl;asistente;oupergerl
aura;aura;ere
auspice;auspicios;espes
auspicious;prometedor;ospises
austere;austero;ostir
austerity;austeridad;estereti
australian;australiano;estreiljen
austrian;austriaco;estreien
authentic;aut�ntico;autentic
authenticate;autenticar;autentikeit
authentication;autenticaci�n;etentikeifen
authenticity;autenticidad;etentiseti
author;escritor;eter
authority;autoridad;etareteti
authorize;autorizar;eteraiz
authorship;autor�a;etersip
autism;autismo;etizem
autistic;autista;etistik
autobiography;autobiograf�a;etoubaiagrefi
autocracy;autocracia;etakresi
autocrat;aut�crata;etekraet
autocratic;autocr�tico;etekraetik
autodidact;autodid�ctico;etoudaidaekt
autograft;autotrasplante;etegraef
autograph;autografiar;etegraef
autoimmune;autoinmune;etouimyun
automat;cafeter�a;etemaet
automate;automatizar;etemeit
automated;automatizado;etemed
automatic;autom�tico;etemaetik
automation;automatizaci�n;etemeifen
automaton;aut�mata;etemeten
automobile;autom�vil;etemoubil
automotive;automotor;etemoutiv
autonomous;aut�nomo;etenames
autonomy;autonom�a;etenami
autopilot;piloto autom�tico;etoupailet
autopsy;autopsia;etapsi
autosearch;b�squeda autom�tica;etousertf
autosuggestion;autosugesti�n;etousegdzestfen
auto timer;programador autom�tico;etou taimer
autumn;oto�o;etem
autumnal;oto�al;etamnel
auxiliary;auxiliar;egziljeri
avail;en vano;eveil
availability;disponibilidad;eveilebileti
available;disponible;eveilebel
avalanche;avalancha;aevelaentf
avant garde;vanguardia;avantgard
avarice;avaricia;aeveres
avaricious;avaro;aeverises
avatar;avatar;aevetar
avenge;vengar;evendz
avenger;vengador;evendzer
avenue;avenida;aevenu
average;promedio;aeveridz
averse;reacio;evers
aversion;aversi�n;everzen
avert;desviar;evert
aviary;aviario;eivieri
aviation;aviaci�n;eivieifen
aviator;aviador;eivieiter
aviculture;avicultura;eivekaltser
avid;�vido;aeved
avocado;aguacate;aevekadou
avoid;evitar;evoid
avow;confesar;evau
avowal;confesi�n;evauel
await;esperar;eweit
awake;despierto;eweik
awakening;despertar;eweikenenin
award;premio;eword
aware;consciente;ewer
awareness;conciencia;ewerenes
awash;inundado;ewes
awe;pavor;ewo
awesome;formidable;ewosem
awestruck;atemorizado;ewostrak
awful;horrible;ewofel
awhile;un rato;ehwail
awkward;torpe;ekwerd
awl;punz�n;ol
awry;torcido;erai
axe;hacha;aeks
axiom;axioma;aeksiem
axiomatic;axiom�tico;aeksiemaetik
axis;eje;aekses
axon;ax�n;aeksan
azalea;azalea;ezeilje
azimuth;azimut;aezemet
aztec;azteca;aeztek
azure;azul celeste;aezer
